title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Ultra Maniac,"Wataru Yoshizumi (mangaka conocida por sus mangas Marmalade Boy, Mint no Bokura, Kimishika no Iranai, ...) está de enhorabuena al ver adaptado al anime otro de sus mangas, en este caso, Ultramaniac.
Ayu es una estudiante de secundaria, guapa y buena en tenis. Su amiga Nina es una inexperta brujita que con un ordenador hace “magias” que a veces no surten el efecto deseado... Ayu está enamorada de Kaji, un guapo chico del instituto. Éste siempre está en compañía de su amigo Tsiuji. Estos cuatro adolescentes forman el elenco principal del shoujo en el que poco a poco se irán incorporando más personajes.
",2003,Anime,4.3,57,Finalizado,509,26,"Comedia,Escolares,Magia,Romance,Shoujo,",https://www3.animeflv.net/anime/ultra-maniac,https://www3.animeflv.net/uploads/animes/covers/1822.jpg
Lingerie Senshi Papillon Rose,"Tsubomi-chan, trabaja como modelo de lencería, es una manera como otra cualquiera de sobrevivir en el instituto. Poco se imagina que se convertirá involuntariamente en un arma en una batalla de proporciones orgásmicas; ya que una vez que se acuesta con el encantador Hikaru, sella su destino como un Soldado Papillon, y, usando su patentado movimiento ""Levantamiento Orgasmico de la Poderosa Erección"", Tsubomi-chan deberá luchar contra Regina Apis, una despiadada mujer que lo único que busca es hacerse con toda la energía sexual del planeta.
",2003,OVA,2.6,54,Finalizado,254,1,"Ciencia Ficción,Ecchi,Magia,Parodia,",https://www3.animeflv.net/anime/lingerie-senshi-papillon-rose,https://www3.animeflv.net/uploads/animes/covers/2026.jpg
RahXephon: Tagen Hensoukyoku,"ShitoHaruka, es una joven mujer de 29 años que perdió al amor de su vida en un instante. Intenta recordar ""algo"" muy importante para ella, y para ello se une a la institución TERRA. El objetivo de Haruka es Kamina Ayato. Es un estudiante 12 años más joven que ella. Sin embargo, Ayato era la persona por la que sentía algo cuando se fue con él a Junior High. Amantes separados en el tiempo, un entorno de ciencia ficción y la prueba de la verdad en los corazones de la gente. La película se anima con el RahXephon de Ayato y la batalla conta los Dolems. Si Ayato despierta completamente, el mundo experimentará una terrorífica situación. Para evitarlo, Haruka debe matar a Ayato. Será capaz Haruka de tomar esa decisión Y la ""bella durmiente"" espera el beso de Ayato. Cómo cambiará su amor",2003,Película,4.0,12,Finalizado,105,1,"Acción,Ciencia Ficción,Drama,Mecha,Psicológico,Romance,",https://www3.animeflv.net/anime/rahxephon-tagen-hensoukyoku,https://www3.animeflv.net/uploads/animes/covers/1457.jpg
Texhnolyze,"En una sociedad paralela del denominado bajo mundo, hay una lucha por el control de la ciudad de Lux. Ichise, un huérfano convertido en luchador callejero por dinero, pierde un brazo y una pierna para satisfacer a un enfurecido promotor de peleas. Ya cuando estaba a punto de morir, es recogido por una joven Doctora y utilizado como un conejillo de indias para la próxima evolución de los ""Texhnolyze"".
Con sus nuevas extremidades, Ichise se convierte en el protegido de Oonishi, un lider muy poderoso de la organización ""Organ"". Mientras Ichise es arrastrado profundamente en una guerra territorial sobre el control de la ciudad, este conoce a Ran una joven profeta que le habla sobre su posible futuro. Con la explosión de una gran guerra, Ichise debe revelar la verdadera historia detrás de Lux y pelear por su vida mientras se empieza a dar cuenta de cuál es su destino. ",2003,Anime,4.4,95,Finalizado,1120,22,"Acción,Ciencia Ficción,Drama,Psicológico,",https://www3.animeflv.net/anime/texhnolyze,https://www3.animeflv.net/uploads/animes/covers/2173.jpg
Tantei Gakuen Q,"El personaje principal,kyu renjou es un joven de 15 años que desea convertirse en detective y ser el mejor del mundo . Para esto ingresa a la prestigiosa academia de detectives Dan Morihiko o DDS donde conoce a otros jóvenes aspirantes a ser detectives junto a ellos resolverá misteriosos casos donde la perseverancia y amistad sera lo más importante.",2003,Anime,4.7,95,Finalizado,658,45,"Comedia,Drama,Misterio,Policía,Shounen,",https://www3.animeflv.net/anime/tantei-gakuen-q,https://www3.animeflv.net/uploads/animes/covers/1506.jpg
Kino no Tabi,"Los viajes de Kino: el Hermoso Mundo (???? -the Beautiful World-) es una serie de novelas ligeras, creadas por el escritor de novelas ligeras Keiichi Sigsawa, publicadas por primera vez en marzo del 2000,Trata de una joven inquieta que se dedica a recorrer el mundo acompañada por su medio de transporte: una moto llamada Hermes y con la habilidad de hablar. Viaja cuando y como quiere, pero siempre cumpliendo dos premisas muy importantes:
* No interferir en las peculiaridades de los lugares que visita
* Y no permanecer más de 3 días en cada país. ",2003,Anime,4.5,137,Finalizado,1672,13,"Acción,Aventuras,Recuentos de la vida,",https://www3.animeflv.net/anime/los-viajes-de-kino,https://www3.animeflv.net/uploads/animes/covers/693.jpg
Scrapped Princess,"Pacifica Casull, sin comerlo ni beberlo, se ha convertido en la persona más odiada del mundo. Según la profecía, cuando cumpla los 16 años será la culpable del fin del mundo. Como podéis suponer, es razón suficiente para que seres de todas las partes de la Tierra quieran acabar con su vida. Escoltada por sus dos hermanos adoptivos, el caballero Shannon y la maga Racquel, Pacifica huye de sus perseguidores mientras intenta averiguar cuál es el funesto secreto que se cierne sobre ella.",2003,Anime,4.4,54,Finalizado,441,24,"Aventuras,Ciencia Ficción,Comedia,Drama,Fantasía,Mecha,Shounen,",https://www3.animeflv.net/anime/Scrapped-princess,https://www3.animeflv.net/uploads/animes/covers/1961.jpg
Last Exile,"Claus y Lavie son amigos huérfanos unidos porque sus padres murieron, viajeros de un Vanship (dejado por sus padres) para entregar correos. En una Entrega se encontraran a una pequeña niña de 8 años llamada Alvis, que tienen que llevar al reconocido y grande nave de Combate El Silvana, Claus y Lavie por su parte se quedaran en el Silvana protegiendo a Alvis mientras que Claus combatirá en el Cile con los Vanships de batallas para así poder recuperar el cielo.",2003,Anime,4.5,83,Finalizado,454,26,"Acción,Aventuras,Ciencia Ficción,",https://www3.animeflv.net/anime/last-exile,https://www3.animeflv.net/uploads/animes/covers/304.jpg
Dear Boys,"Aikawa Kazuhiko era el capitán del prestigioso equipo de baloncesto del instituto Tendouji; descontento con la forma de jugar de su equipo se cambió al instituto Mizuho buscando volver a disfrutar de nuevo jugando al baloncesto... el problema viene cuando se entera de que en Mizuho no hay equipo masculino. Los antiguos integrantes han perdido toda gana de jugar y a Aikawa le toca volver a recomponer el equipo y hacer de él un equipo campeón.
",2003,Anime,4.7,66,Finalizado,578,26,"Deportes,Drama,Shounen,",https://www3.animeflv.net/anime/dear-boys,https://www3.animeflv.net/uploads/animes/covers/1768.jpg
Konjiki no Gash Bell!!,"Kiyo Takamine es un chico de 14 años muy habil y inteligente, un día recibe un regalo de su padre un niño llamado Zach Bell quien perdió la memoria y lleva consigo un libro rojo, muy pronto Kiyo descubrirá q Zach pertenece al mundo Mamodo y que fue enviado junto a otros 100 niños Mamodo para decidir el reinado. Así comienza la aventura donde Kiyo tendrá que ayudar a Zach a recobrar su memoria y ganar la batalla para convertirse en Rey.",2003,Anime,4.6,338,Finalizado,3181,152,"Aventuras,Comedia,Magia,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/gash-bell,https://www3.animeflv.net/uploads/animes/covers/141.jpg
Mermaid Melody Pichi Pichi Pitch,"Luchia Nanami es una princesa sirena del reino del Pacífico Norte. Siete años más tarde se va al mundo de los humanos para buscar su perla, la cual utilizó cuando era niña para salvar a un niño que se estaba ahogando. Pero ahora ella y el niño han crecido y Luchia sospecha que el niño es ahora un surfista llamado Kaito. Un día, Kaito es atacado por una demonio de mar que queria la perla de Luchia y que ha estado en posesión de Kaito durante estos 7 años, pero Kaito le devuelve la perla a Luchia, lo que la transforma en una cantante que utiliza su voz para derrotar a la demonio de mar. Desde ese entonces, Luchia junto a su amigas Hanon y Lina (quienes también son princesas sirenas) forman un grupo de cantantes que utilizan sus voces para derrotar a los monstruos del mar. Sin embargo, Luchia quiere decirle a Kaito que ella es la sirena que lo salvó de niño, pero no puede hacerlo porque corre el riesgo de transformarse en burbujas.",2003,Anime,4.7,236,Finalizado,1783,52,"Aventuras,Comedia,Magia,Romance,Shoujo,",https://www3.animeflv.net/anime/mermaid-melody-pichi-pichi-pitch,https://www3.animeflv.net/uploads/animes/covers/1560.jpg
Uchuu no Stellvia,"Año 2356: han pasado 189 años desde que una supernova acabase con el 99% de la población mundial. Para evitar cualquier futuro riesgo proveniente del espacio, la humanidad ha construido una serie de estaciones espaciales.
La joven Shima Katase, que siempre ha soñado con ver la galaxia y salvar a su planeta de una nueva catástrofe, supera las pruebas de la Academia Espacial, con lo que es destinada a la estación espacial de Stellvia.
",2003,Anime,4.5,36,Finalizado,221,26,"Acción,Ciencia Ficción,Espacial,Romance,",https://www3.animeflv.net/anime/uchuu-no-stellvia,https://www3.animeflv.net/uploads/animes/covers/2322.jpg
D.N. Angel,"La historia trata de un adolescente de 14 años llamado Niwa Daisuke, quien dentro de él posee al ladrón fantasma Dark y que a su vez es perseguido por Krad quien esta dentro de Hiwatari Satoshi.",2003,Anime,4.6,162,Finalizado,1379,26,"Acción,Comedia,Escolares,Fantasía,Magia,Romance,Shoujo,",https://www3.animeflv.net/anime/dn-angel,https://www3.animeflv.net/uploads/animes/covers/36.jpg
Kaleido Star,"Desde muy pequeña, Sora Naegino a soñado con actuar dentro del escenario de Kaleido donde se realizan espectáculos con acróbatas muy talentosos, por lo que la a cautivado desde su primera visita. Pasado el tiempo, ya tiene 16 años por lo que decide viajar hasta América para intentar ingresar y cumplir sus metas dentro del Escenario Kaleido. Ahí conocerá y enfrentará muchos desafíos y situaciones que le harán saber que no solo actuar en el escenario será lo dificil.",2003,Anime,4.7,144,Finalizado,805,51,"Comedia,Drama,Fantasía,Shoujo,",https://www3.animeflv.net/anime/kaleido-star,https://www3.animeflv.net/uploads/animes/covers/299.jpg
Air Master,"Air Master, es una ex-gimnasta de 16 años, que decidió adentrarse en el mundo de la lucha callejera después que un cambio repentino en su infancia marcase su vida. Sus movimientos aéreos y sus ataques basados en la propia inercia de los saltos, le permiten recordar su vida como gimnasta, y a la vez, construir la leyenda de una luchadora invencible bajo el nombre de Air Master, la cual llevará a encontrarse con cada vez más y más fuertes oponentes, en una lucha por encontrar su propio camino...",2003,Anime,4.6,69,Finalizado,511,27,"Acción,Artes Marciales,Comedia,Seinen,",https://www3.animeflv.net/anime/air-master,https://www3.animeflv.net/uploads/animes/covers/192.jpg
E's Otherwise,"Nacidas con distintas mutaciones, algunas personas obtienen habilidades que exceden a las normales en un ser humano. Si son capaces de usar dichas habilidades, son denominados E’s. Esta es la historia de un solitario chico de 15 años llamado Kai Kudo que es capaz de usar dichos poderes, lo que lo convierte en un E’s. Los poderes de Kai son distintos a los de los demás. Junto con su enferma hermana, son acogidos y protegidos por la organización llamada ASHURUM. Descubierto por Eiji, Kai es asignado a las fuerzas especiales de la organización, denominadas AESES, para un entrenamiento intensivo. Cada vez que tiene tiempo libre, Kai visita a su hermana (Hikaru) que está en un hospital perteneciente a la organización, pero su condición no mejora. Un año después, increíblemente desarrollado después del entrenamiento especial, Kai decide escapar de ASHURUM.
",2003,Anime,3.9,38,Finalizado,284,26,"Aventuras,Ciencia Ficción,Comedia,Drama,Militar,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/es-otherwise,https://www3.animeflv.net/uploads/animes/covers/2195.jpg
Munto,"Existe un reino llamado Los Cielos, suspendido en el aire por un poder llamado Akuto. La cantidad de Akuto está disminuyendo, y sólo el Rey Mágico Munto puede solucionarlo. Pero necesitará la ayuda de Yumemi, la Chica del Destino, que es la única persona de la Tierra capaz de ver Los Cielos.",2003,OVA,4.6,30,Finalizado,216,1,"Fantasía,Magia,Romance,",https://www3.animeflv.net/anime/munto,https://www3.animeflv.net/uploads/animes/covers/1824.jpg
Popotan,"La historia comienza cuando un niño llamado Daichi se acerca a una mansion que es también una tienda de articulos navideños. Como la casa apareció de un día para otro en el paraje, todos creen que es una mansión embrujada, por lo que él desea fotografiarla para agradar a la muchacha que le gusta. Al entrar se encuentra con Ai, Mai, Mii, Unagui y Mare; tres alegres hermanas, su hurón mascota y su sirvienta respectivamente. Al conocerse ellas deciden ayudarlo a cambio de que las lleve a lugares donde haya ""popotan"" que es la pronunciación que le dan a Tanpopo, la palabra nipona para diente de león. Tras ayudarse mutuamente y resolver sus problemas se convierten en buenos amigos, pero una tarde que Daichi va a visitarlas ve desaparecer lentamente el edificio en medio del vuelo de los diente de león.",2003,Anime,3.6,30,Finalizado,189,12,"Comedia,Drama,Ecchi,Sobrenatural,",https://www3.animeflv.net/anime/popotan,https://www3.animeflv.net/uploads/animes/covers/162.jpg
Tenshi no shippo,"En algún lugar había un joven amable que amaba los animales, pero que le suceden las cosas más desafortunadas. Su empresa quiebra, y se golpea contra una señal de tráfico andando por la calle. Está completamente tocado por la mala suerte. Sin embargo, su vida cambia completamente cuando se encuentra con una pitonisa. Con el poder de esta adivina, los ""Ángeles Guardianes"" son invocados a través de un teléfono móvil y un grupo de atractivas chicas aparece. Estos ángeles de la Guarda, que vienen del otro mundo, son las reencarnaciones de las mascotas que este chico había cuidado en el pasado. Han vuelto para compensarle su amabilidad.",2003,Anime,4.5,26,Finalizado,231,14,"Fantasía,Magia,Romance,",https://www3.animeflv.net/anime/tenshi-no-shippo,https://www3.animeflv.net/uploads/animes/covers/528.jpg
Tenshi no Shippo Chu!,"Goro Matsumi es un joven desafortunado. Cuando era niño, todas sus mascotas morían por diferentes y trágicas causas. Incluso hasta ahora, no parece encontrar el trabajo adecuado. El único trabajo que consigue es en una compañía que apenas tiene negocios.
Un día, una misteriosa pitonisa le llama y le dice que definitivamente está rodeado de mala suerte. Entonces, ella le da un teléfono móvil y le dice que su suerte comenzará a mejorar.
El teléfono despierta a todas las mascotas que tuvo en el pasado, cuando era un niño, y una a una se encarnan en preciosas jovencitas. - See more at: http://www.identi.li/index.php?topic=108564#sthash.B7DopiFH.dpuf",2003,Anime,4.6,23,Finalizado,140,7,"Fantasía,Magia,Romance,",https://www3.animeflv.net/anime/tenshi-no-shippo-chu,https://www3.animeflv.net/uploads/animes/covers/1348.jpg
Majuu Sensen: The Apocalypse,"Shin'Ichi Kuruma es un ""nuevo humano"" creado por los experimentos de su padre, quien tratando de revivir a Dios mato a la madre de Shin'Ichi,y a su amada Maria. Por esto el le busca para vengarse junto a Tomisaburo Tengai quien es el hermano de Maria y Ayaka Sanders que tiene en su ser la celulas de Shin'Ichi y esta enamorada de el.
",2003,Anime,4.3,13,Finalizado,137,13,"Acción,Fantasía,",https://www3.animeflv.net/anime/majuu-sensen-the-apocalypse,https://www3.animeflv.net/uploads/animes/covers/2184.jpg
Hunter x Hunter: Greed Island,"Es la OVA que continua a la del Genei Ryodan Durante esta parte Gon Y Killua siguiendo una pista que dejo el padre de Gon, se logran enrolar en el juego Greed Island (la isla de la ambición). Al colocarse en frente de la consola son transportados a un territorio el la cual ellos creen en un principio es una realidad virtual, pero que es en realidad una isla la cual ha sido modificada por muchos cazadores gracias a la habilidad especial (NEN) que ellos poseen, siendo el padre de Gon uno de lo creadores del Juego. Durante sus aventuras en el Juego conocen a Biske, quien a pesar de poseer una apariencia juvenil, es en relidad una adulta mayor y quien se convierte en su próxima Maestra. Durante sus aventuras en Greed Island, Gon y Killua se encuentran con Hisoka. Aunque también ingresan otros miembros del Ryodan (Saga anterior) estos no entran en contacto con ellos, ya que están buscando una solución para liberar a sus jefe de la cadena que le incrusto Kurapica.",2003,OVA,4.5,97,Finalizado,1452,8,"Acción,Aventuras,Shounen,Superpoderes,",https://www3.animeflv.net/anime/hunter-x-hunter-greed-island,https://www3.animeflv.net/uploads/animes/covers/966.jpg
Ashita no Nadja,"Nadia es una joven aparentemente huérfana que descubre que su madre aun vive, por lo que decide viajar con un circo ambulante llamado Dandalion en búsqueda de nuevas aventuras y de su madre perdida. Durante este viaje vive encuentros amorosos, dificultades y conoce mucha gente interesante.",2003,Anime,4.6,159,Finalizado,1074,50,"Aventuras,Drama,Historico,Romance,Shoujo,",https://www3.animeflv.net/anime/ashita-no-nadja,https://www3.animeflv.net/uploads/animes/covers/274.jpg
Comic Party Specials,,2003,OVA,4.6,12,Finalizado,47,4,"Comedia,Drama,",https://www3.animeflv.net/anime/comic-party-specials,https://www3.animeflv.net/uploads/animes/covers/1742.jpg
Mahou Tsukai ni Taisetsu na Koto,"Ubicado en un Tokyo actual, donde existen personas conocidas como Mahou Tsukai (usuarios de magia o ""magos/as"").
Pero pese a la existencia de la magia, no hay mucha diferencia con el mundo donde vivimos. Hay televisores, teléfonos, ordenadores... Los vehículos funcionan con gasolina y otros métodos científicos, trenes y aviones incluidos. Es solo que los magos viven en la ciudad. Si se siguen los procedimientos correctos, cualquiera puede lograr ser un mago.
Yume Kikuchi es una estudiante de 17 años en 2º año de la secundaria, así que puede oficialmente convertirse en uno.
Yume aprovecha las vacaciones de verano y se va de Tooya, en la prefectura de Iwate, rumbo a la capital. Esta es la primera vez que está en Tokyo y también la primera que vive en una casa que no es la suya, que cree una residencia sólo para chicas cuando en realidad el propietario es un hombre encantador.
En medio de una mezcla de ansiedad y expectación, el entrenamiento de Yume comienza.",2003,Anime,4.5,30,Finalizado,291,12,"Drama,Magia,Recuentos de la vida,Shounen,",https://www3.animeflv.net/anime/mahou-tsukai-ni-taisetsu-na-koto,https://www3.animeflv.net/uploads/animes/covers/1970.jpg
.hack//DUSK,"En .hack//DUSK Los Gemelos llamados Rena y Shuro ganan en un concurso 2 avatares de un juego muy complicado llamado The World con el ingenioso diseño de los legendarios en su primera odisea en el famoso mundo virtual ,un monstruo ataca y mata a Shugo, quien siente que muere de verdad,entonces aura un misterioso ser lo revive otorgándole también un objeto que sobrepasa las reglas del juego,el famoso brazalete del crepúsculo.",2003,Anime,4.2,77,Finalizado,748,12,"Aventuras,Ciencia Ficción,Comedia,Fantasía,Juegos,Shounen,",https://www3.animeflv.net/anime/hack-dusk,https://www3.animeflv.net/uploads/animes/covers/572.jpg
Wolf's Rain,"Wolf's Rain transcurre en un futuro post-apocalíptico, donde gran parte del mundo ha sido ecológicamente devastado, y la mayoría de la gente vive en la pobreza. La leyenda escrita en el Libro de la Luna dice que los lobos son seres místicos que vinieron al mundo desde un lugar llamado Rakuen (Paraíso), al amanecer de los tiempos. También se dice que, en el futuro, los lobos encontrarían, con la ayuda de una misteriosa joven llamada La chica Flor (un ser creado de la esencia de flores lunares), el camino de regreso al paraíso y al hacerlo, reiniciarían al mundo. Esta leyenda es difícil de creer para muchos, pues se cree que los lobos se extinguieron 200 años atrás. Pero, la verdad es que los lobos se han hecho expertos en ocultarse dentro de la sociedad humana",2003,Anime,4.7,218,Finalizado,1861,26,"Acción,Aventuras,Ciencia Ficción,Drama,Fantasía,Misterio,",https://www3.animeflv.net/anime/wolfs-rain,https://www3.animeflv.net/uploads/animes/covers/349.jpg
Mouse,"Muon Sorata es un estudiante de universidad ordinario, sin embargo, hay un secreto grande debajo de él. Es realmente un ladrón misterioso llamado ""MOUSE"". Él es elegante, rico, de gran alcance e influyente. Después de todo, él roba todo lo que se propone. Tiene tres subordinadas hermosas (esclavas). Momozona Mei, una informática y experta en física; Kuribayashi Yaoi, experta en química; y Kakio Hazuki, un luchadora ágil, buenas en el combate y los deportes. Y no hay nada que no pueda ser robado por ""MOUSE""...
",2003,Anime,4.3,77,Finalizado,610,12,"Acción,Comedia,Ecchi,Harem,Shounen,",https://www3.animeflv.net/anime/mouse,https://www3.animeflv.net/uploads/animes/covers/561.jpg
Lime-iro Senkitan,"Era el año 37 de la era Meiji (1904), cuando el gran Imperio japonés comenzó a incrementar su poder nacional rápidamente debido a la occidentalización durante la era Meiji. En otra parte del mundo, Rusia estaba extendiendo su hegemonía al este y pronto entró en guerra contra Japón. La Guerra fue conocida como la guerra ""Ruso-Japonesa"" a partir de ese momento. El ejército japonés, con una rápida serie de victorias sobre Rusia, asombró al mundo. La guerra finalizó con la caída del puerto ruso de Arthur (Lushun en China) de mano de la armada japonesa. ",2003,Anime,4.0,85,Finalizado,1316,13,"Drama,Ecchi,Harem,Historico,Mecha,Sobrenatural,",https://www3.animeflv.net/anime/lime-iro-senkitan,https://www3.animeflv.net/uploads/animes/covers/2030.jpg
Kujibiki Unbalance,"Kujibiki Unbalance es una ""serie dentro de una serie"", un anime dentro del mundo de Genshiken. Aquí, en el Instituto Rikkyoin, todos los problemas se solucionan mediante la suerte (kujibiki),incluso la selección de estudiantes se hace así. Esta es la historia de un estudiante de primer curso y los candidatos para ser los sucesores del consejo estudiantil, que también son elegidos por suerte, para obtener dicho puesto.
",2004,OVA,4.1,10,Finalizado,54,3,"Comedia,Escolares,Romance,",https://www3.animeflv.net/anime/kujibiki-unbalance,https://www3.animeflv.net/uploads/animes/covers/1995.jpg
Akane Maniax,"Spin-off de ""Kimi ga Nozomu Eien"" con Akane como protagonista. Un nuevo alumno llega al instituto Hakuryou: Gouda Jouji. Lo único que hará, aparte de torturarnos con sus berridos incesantes, será tirarle los tejos a Akane. ¿Logrará Akane deshacerse de este buitre que la acosa sin descanso?
",2004,OVA,4.1,37,Finalizado,217,3,"Comedia,Mecha,Romance,",https://www3.animeflv.net/anime/akane-maniax,https://www3.animeflv.net/uploads/animes/covers/1711.jpg
Tales of Phantasia,"Esta es la historia de Cless, Mint y Chester, cuyo mundo se encuentra en peligro debido a la resurrección de Dhaos, el dios del mal. Los protagonistas lucharán en una batalla junto a Arche y Klarth (procedentes del pasado y poseedores de la extinguida magia en la línea temporal de Cless y el resto) y Suzu (una ninja del futuro que busca venganza contra Dhaos). Juntos comenzarán un viaje para conocer los motivos y perversas intenciones de Dhaos para poder acabar con él de una vez por todas.",2004,OVA,4.6,28,Finalizado,307,4,"Aventuras,Fantasía,Shounen,",https://www3.animeflv.net/anime/tales-of-phantasia,https://www3.animeflv.net/uploads/animes/covers/398.jpg
Howl no Ugoku Shiro,"El día que Sophie decide visitar a su hermana, tiene un encuentro desafortunado con un par de guardias, y es ayudada por un misterioso mago. Durante la huida, extraños hombres de goma comienzan a perseguirlos. Más tarde, Sophie se entera que su salvador no era nada más ni nada menos que el mago Howl, famoso por su afición por robar los corazones de las muchachas jóvenes. Esa misma noche, la Bruja Calamidad hace una visita nocturna a Sophie y le echa un maleficio, sometiéndola a ser una anciana a partir de ese día. Por esa misma razón, la chica decide dejar su casa y en su viaje hacia las montañas encuentra un castillo que vaga por los campos y valles, y comienza a trabajar ahí.",2004,Película,4.7,1094,Finalizado,4295,1,"Aventuras,Drama,Fantasía,Romance,",https://www3.animeflv.net/anime/howl-no-ugoku-shiro,https://www3.animeflv.net/uploads/animes/covers/1676.jpg
Major,"Honda Shigeharu es un bateador en la cima de la Major League. Su hijo Goro es pitcher en una Little League y un día espera seguir los pasos de su padre. Hoshino Momoko es la maestra de Goro, y la primera mujer en la que Shigeharu ha estado interesado desde la muerte de la madre de Goro.
Los destinos de estos tres individuos se entrelazaran como el padre y el hijo experimentan tanto angustia como triunfo sobre el diamante de béisbol. Pero cuando una tragedia visita la familia, romperá todo y ellos tendrán que recoger los pedazos y reclamar sus sueños. ",2004,Anime,4.5,209,Finalizado,1148,26,"Comedia,Deportes,Drama,Shounen,",https://www3.animeflv.net/anime/major,https://www3.animeflv.net/uploads/animes/covers/1649.jpg
Gakuen Alice,"Gakuen Alice es la historia de Mikan Sakura, una niña de 10 años, que en busca de su mejor amiga Imai Hotaru, ingresa de forma imprevista en una escuela muy especial y extraña. A ella sólo pueden entrar personas que posean un alice, es decir, un poder especial que puede ser de cualquier tipo, desde la telepatía o volar hasta controlar el fuego o convertirse en gato.
",2004,Anime,4.7,189,Finalizado,1286,26,"Comedia,Escolares,Magia,Shoujo,",https://www3.animeflv.net/anime/gakuen-alice,https://www3.animeflv.net/uploads/animes/covers/1766.jpg
Maria-sama ga Miteru: Haru Specials,Especiales de Maria-sama ga Miteru: Haru de los DvD.,2004,OVA,4.1,36,Finalizado,147,6,"Drama,Escolares,Recuentos de la vida,Romance,Shoujo,Yuri,",https://www3.animeflv.net/anime/maria-sama-ga-miteru-haru-specials,https://www3.animeflv.net/uploads/animes/covers/2043.jpg
Grenadier: Hohoemi no Senshi,"En la era de la Guerra Civil, en la que se sucedían incontrolables batallas, los soldados que mejor dominaban las armas eran llamados ""Senshi"". Y había una chica que sobresalía sobre los demás. Su nombre era Tendo Rushuna. Era rubia, tenía una figura ideal y le gustaba tomar baños. Era una Senshi, de las mejores disparando.
Continuaba su viaje con su compañero samurái, Kojima Yajiro. Rushuna solía usar sólo un viejo revólver, y con él batía a delincuentes y senshis que usaban metralletas y rifles.
A través del silbido de las balas, de las nubes de pólvora, de los cartuchos, las balas de Rushuna se perdían en la oscuridad de los días turbulentos.
Las batallas sin tregua de katanas y pistolas han comenzado.",2004,Anime,4.6,58,Finalizado,615,12,"Acción,Aventuras,Comedia,Ecchi,Shounen,",https://www3.animeflv.net/anime/grenadier-hohoemi-no-senshi,https://www3.animeflv.net/uploads/animes/covers/2056.jpg
Yakitate!! Japan,"Kazuma Asuma tiene un sueño:crear un pan japones,o Ja-Pan (basado en el hecho de que ya existe un pan frances, uno aleman, otro italiano,etc).Para ello ha experimentado desde pequeño,logrando diferentes tipos de panes a los que les asigna un numero. Posee además la ayuda de cierta legendaria habilidad muy conocida entre los panaderos:las denominadas ""Manos Solares"".Es asi como se presenta a un examen de selección de trabajadores de la prestigiosa cadena de panaderías ""Pantasía"",y asi dar el primer gran paso en la búsqueda de su sueño.",2004,Anime,4.3,76,Finalizado,382,69,"Comedia,Shounen,",https://www3.animeflv.net/anime/yakitate-japan,https://www3.animeflv.net/uploads/animes/covers/1159.jpg
Genshiken,"La historia se desarrolla en una universidad de Japón y tiene un ritmo bastante acelerado. Cada capítulo muestra una situación distinta(casi siempre en la habitacion del club). En Japón,que no en españa, son muy populares los clubes universitarios o de la secundaria. Son personas que se agrupan según sus intereses y desarrollan distintas actividades centradas en su mayor interés. Son subvencionados por la institución, tienen departamentos propios y demás. Al principio, Sasahara y Kosaka se integran a Genshiken y poco a poco, el primero, se va integrando en el mudillo otaku y convirtiendose en uno mas de grupo, incluso critica a los que van con chica o visten ""guay"" . Básicamente, la forma de la cultura otaku más fuerte es el Doujinshi, que es una especie de manga erótico hecho por otakus.",2004,Anime,4.5,101,Finalizado,985,12,"Comedia,Parodia,Recuentos de la vida,",https://www3.animeflv.net/anime/genshiken,https://www3.animeflv.net/uploads/animes/covers/423.jpg
Mobile Suit Gundam SEED Destiny,"Tras la batalla de Yakin Due, se firmó finalmente un armisticio entre la Alianza Terrestre y ZAFT, cesando las hostilidades, y trayendo así un periodo de paz. Durante la guerra, Shinn Asuka, habitante de una isla de Orb, sufrió en sus carnes el horror de la misma, perdiendo a su familia ante sus ojos. Tras el shock, abandonó Orb, y se fue a PLANT, convirtiéndose en un soldado de ZAFT. Año 73 de la Era Cósmica. Comienza Gundam SEED Destiny. Surgen nuevos peligros; entre ellos, un grupo de Coordinadores radicales que ocasionan un ataque a gran escala contra los Naturales lanzando los restos de la colonia Junius Seven hacia la Tierra. Por otro lado, nuevos gobernantes se mueven en las sombras estimulando el viejo odio racial para su beneficio personal.",2004,Anime,3.7,279,Finalizado,282,51,"Acción,Ciencia Ficción,Drama,Espacial,Mecha,Militar,Romance,",https://www3.animeflv.net/anime/mobile-suit-gundam-seed-destiny,https://www3.animeflv.net/uploads/animes/covers/960.jpg
Zipang,"El buque de guerra más Tecnológico de Japón, el Mirai, zarpa del puerto de Yokosuka, escoltado por otros tres navíos hacia su primer ejercicio de pruebas con la Marina Estadounidense. De repente, aparece una tormenta en mitad del océano Pacífico que atrapa a los tres barcos y transporta al Mirai al 4 de Junio de 1942 víspera de la batalla de Midway. Ahora su tripulación deberá decidir si deben o no cambiar el curso de la historia involucrándose en la 2ª Guerra Mundial.
",2004,Anime,4.3,105,Finalizado,296,26,"Acción,Ciencia Ficción,Drama,Historico,Militar,Seinen,",https://www3.animeflv.net/anime/zipang,https://www3.animeflv.net/uploads/animes/covers/1498.jpg
